iteration	evaluations	runtime[s]	Bloques_Colocados-MAX[256][MAX]
41254	1031350	33.936	26
41255	1031375	33.936	26
41256	1031400	33.937	26
41257	1031425	33.938	26
41258	1031450	33.939	26
41259	1031475	33.94	26
41260	1031500	33.941	26
41261	1031525	33.941	26
41262	1031550	33.942	26
41263	1031575	33.943	26
41264	1031600	33.944	26
41265	1031625	33.944	26
41266	1031650	33.945	26
41267	1031675	33.946	26
41268	1031700	33.947	26
41269	1031725	33.947	26
41270	1031750	33.948	26
41271	1031775	33.949	26
41272	1031800	33.949	26
41273	1031825	33.95	26
41274	1031850	33.951	26
41275	1031875	33.952	26
41276	1031900	33.952	26
41277	1031925	33.953	26
41278	1031950	33.954	26
41279	1031975	33.955	26
41280	1032000	33.956	26
41281	1032025	33.957	26
41282	1032050	33.957	26
41283	1032075	33.958	26
41284	1032100	33.959	26
41285	1032125	33.961	26
41286	1032150	33.962	26
41287	1032175	33.963	26
41288	1032200	33.963	26
41289	1032225	33.964	26
41290	1032250	33.965	26
41291	1032275	33.966	26
41292	1032300	33.966	26
41293	1032325	33.967	26
41294	1032350	33.968	26
41295	1032375	33.969	26
41296	1032400	33.969	26
41297	1032425	33.97	26
41298	1032450	33.971	26
41299	1032475	33.972	26
41300	1032500	33.972	26
41301	1032525	33.973	26
41302	1032550	33.974	26
41303	1032575	33.975	26
41304	1032600	33.975	26
41305	1032625	33.976	26
41306	1032650	33.977	26
41307	1032675	33.978	26
41308	1032700	33.978	26
41309	1032725	33.979	26
41310	1032750	33.98	26
41311	1032775	33.981	26
41312	1032800	33.981	26
41313	1032825	33.982	26
41314	1032850	33.983	26
41315	1032875	33.983	26
41316	1032900	33.984	26
41317	1032925	33.985	26
41318	1032950	33.986	26
41319	1032975	33.986	26
41320	1033000	33.987	26
41321	1033025	33.988	26
41322	1033050	33.989	26
41323	1033075	33.989	26
41324	1033100	33.99	26
41325	1033125	33.991	26
41326	1033150	33.992	26
41327	1033175	33.992	26
41328	1033200	33.993	26
41329	1033225	33.994	26
41330	1033250	33.995	26
41331	1033275	33.995	26
41332	1033300	33.996	26
41333	1033325	33.997	26
41334	1033350	33.998	26
41335	1033375	33.998	26
41336	1033400	33.999	26
41337	1033425	34.0	26
41338	1033450	34.0	26
41339	1033475	34.001	26
41340	1033500	34.002	26
41341	1033525	34.003	26
41342	1033550	34.003	26
41343	1033575	34.004	26
41344	1033600	34.005	26
41345	1033625	34.006	26
41346	1033650	34.006	26
41347	1033675	34.007	26
41348	1033700	34.008	26
41349	1033725	34.008	26
41350	1033750	34.009	26
41351	1033775	34.01	26
41352	1033800	34.011	26
41353	1033825	34.011	26
41354	1033850	34.012	26
41355	1033875	34.013	26
41356	1033900	34.014	26
41357	1033925	34.014	26
41358	1033950	34.015	26
41359	1033975	34.016	26
41360	1034000	34.017	26
41361	1034025	34.017	26
41362	1034050	34.019	26
41363	1034075	34.019	26
41364	1034100	34.02	26
41365	1034125	34.021	26
41366	1034150	34.022	26
41367	1034175	34.022	26
41368	1034200	34.023	26
41369	1034225	34.024	26
41370	1034250	34.025	26
41371	1034275	34.025	26
41372	1034300	34.026	26
41373	1034325	34.027	26
41374	1034350	34.027	26
41375	1034375	34.028	26
41376	1034400	34.029	26
41377	1034425	34.03	26
41378	1034450	34.031	26
41379	1034475	34.031	26
41380	1034500	34.032	26
41381	1034525	34.033	26
41382	1034550	34.033	26
41383	1034575	34.034	26
41384	1034600	34.035	26
41385	1034625	34.036	26
41386	1034650	34.036	26
41387	1034675	34.037	26
41388	1034700	34.038	26
41389	1034725	34.039	26
41390	1034750	34.039	26
41391	1034775	34.04	26
41392	1034800	34.041	26
41393	1034825	34.042	26
41394	1034850	34.042	26
41395	1034875	34.043	26
41396	1034900	34.044	26
41397	1034925	34.045	26
41398	1034950	34.045	26
41399	1034975	34.046	26
41400	1035000	34.047	26
41401	1035025	34.048	26
41402	1035050	34.048	26
41403	1035075	34.049	26
41404	1035100	34.05	26
41405	1035125	34.05	26
41406	1035150	34.051	26
41407	1035175	34.052	26
41408	1035200	34.053	26
41409	1035225	34.053	26
41410	1035250	34.054	26
41411	1035275	34.055	26
41412	1035300	34.056	26
41413	1035325	34.056	26
41414	1035350	34.057	26
41415	1035375	34.058	26
41416	1035400	34.059	26
41417	1035425	34.059	26
41418	1035450	34.06	26
41419	1035475	34.061	26
41420	1035500	34.062	26
41421	1035525	34.062	26
41422	1035550	34.063	26
41423	1035575	34.064	26
41424	1035600	34.064	26
41425	1035625	34.065	26
41426	1035650	34.066	26
41427	1035675	34.067	26
41428	1035700	34.068	26
41429	1035725	34.068	26
41430	1035750	34.069	26
41431	1035775	34.07	26
41432	1035800	34.071	26
41433	1035825	34.071	26
41434	1035850	34.072	26
41435	1035875	34.073	26
41436	1035900	34.074	26
41437	1035925	34.074	26
41438	1035950	34.075	26
41439	1035975	34.076	26
41440	1036000	34.076	26
41441	1036025	34.077	26
41442	1036050	34.078	26
41443	1036075	34.079	26
41444	1036100	34.079	26
41445	1036125	34.08	26
41446	1036150	34.081	26
41447	1036175	34.082	26
41448	1036200	34.082	26
41449	1036225	34.083	26
41450	1036250	34.084	26
41451	1036275	34.085	26
41452	1036300	34.085	26
41453	1036325	34.086	26
41454	1036350	34.087	26
41455	1036375	34.088	26
41456	1036400	34.088	26
41457	1036425	34.089	26
41458	1036450	34.09	26
41459	1036475	34.09	26
41460	1036500	34.091	26
41461	1036525	34.092	26
41462	1036550	34.093	26
41463	1036575	34.093	26
41464	1036600	34.094	26
41465	1036625	34.095	26
41466	1036650	34.096	26
41467	1036675	34.096	26
41468	1036700	34.097	26
41469	1036725	34.098	26
41470	1036750	34.099	26
41471	1036775	34.1	26
41472	1036800	34.101	26
41473	1036825	34.101	26
41474	1036850	34.102	26
41475	1036875	34.103	26
41476	1036900	34.103	26
41477	1036925	34.104	26
41478	1036950	34.105	26
41479	1036975	34.106	26
41480	1037000	34.106	26
41481	1037025	34.107	26
41482	1037050	34.108	26
41483	1037075	34.109	26
41484	1037100	34.109	26
41485	1037125	34.11	26
41486	1037150	34.112	26
41487	1037175	34.113	26
41488	1037200	34.114	26
41489	1037225	34.114	26
41490	1037250	34.115	26
41491	1037275	34.116	26
41492	1037300	34.117	26
41493	1037325	34.117	26
41494	1037350	34.118	26
41495	1037375	34.119	26
41496	1037400	34.12	26
41497	1037425	34.12	26
41498	1037450	34.121	26
41499	1037475	34.122	26
41500	1037500	34.123	26
41501	1037525	34.123	26
41502	1037550	34.124	26
41503	1037575	34.125	26
41504	1037600	34.125	26
41505	1037625	34.126	26
41506	1037650	34.127	26
41507	1037675	34.128	26
41508	1037700	34.128	26
41509	1037725	34.129	26
41510	1037750	34.13	26
41511	1037775	34.131	26
41512	1037800	34.131	26
41513	1037825	34.132	26
41514	1037850	34.133	26
41515	1037875	34.134	26
41516	1037900	34.134	26
41517	1037925	34.135	26
41518	1037950	34.136	26
41519	1037975	34.137	26
41520	1038000	34.137	26
41521	1038025	34.138	26
41522	1038050	34.139	26
41523	1038075	34.14	26
41524	1038100	34.141	26
41525	1038125	34.141	26
41526	1038150	34.142	26
41527	1038175	34.143	26
41528	1038200	34.144	26
41529	1038225	34.144	26
41530	1038250	34.145	26
41531	1038275	34.146	26
41532	1038300	34.147	26
41533	1038325	34.147	26
41534	1038350	34.148	26
41535	1038375	34.149	26
41536	1038400	34.15	26
41537	1038425	34.151	26
41538	1038450	34.151	26
41539	1038475	34.152	26
41540	1038500	34.153	26
41541	1038525	34.154	26
41542	1038550	34.154	26
41543	1038575	34.155	26
41544	1038600	34.156	26
41545	1038625	34.157	26
41546	1038650	34.157	26
41547	1038675	34.158	26
41548	1038700	34.159	26
41549	1038725	34.16	26
41550	1038750	34.16	26
41551	1038775	34.161	26
41552	1038800	34.162	26
41553	1038825	34.163	26
41554	1038850	34.163	26
41555	1038875	34.164	26
41556	1038900	34.165	26
41557	1038925	34.166	26
41558	1038950	34.167	26
41559	1038975	34.167	26
41560	1039000	34.168	26
41561	1039025	34.169	26
41562	1039050	34.17	26
41563	1039075	34.17	26
41564	1039100	34.171	26
41565	1039125	34.172	26
41566	1039150	34.173	26
41567	1039175	34.173	26
41568	1039200	34.174	26
41569	1039225	34.175	26
41570	1039250	34.176	26
41571	1039275	34.176	26
41572	1039300	34.177	26
41573	1039325	34.178	26
41574	1039350	34.179	26
41575	1039375	34.18	26
41576	1039400	34.18	26
41577	1039425	34.181	26
41578	1039450	34.182	26
41579	1039475	34.183	26
41580	1039500	34.183	26
41581	1039525	34.184	26
41582	1039550	34.185	26
41583	1039575	34.185	26
41584	1039600	34.186	26
41585	1039625	34.187	26
41586	1039650	34.188	26
41587	1039675	34.188	26
41588	1039700	34.189	26
41589	1039725	34.19	26
41590	1039750	34.191	26
41591	1039775	34.191	26
41592	1039800	34.192	26
41593	1039825	34.193	26
41594	1039850	34.194	26
41595	1039875	34.194	26
41596	1039900	34.195	26
41597	1039925	34.196	26
41598	1039950	34.197	26
41599	1039975	34.197	26
41600	1040000	34.198	26
41601	1040025	34.199	26
41602	1040050	34.199	26
41603	1040075	34.2	26
41604	1040100	34.201	26
41605	1040125	34.202	26
41606	1040150	34.202	26
41607	1040175	34.203	26
41608	1040200	34.204	26
41609	1040225	34.205	26
41610	1040250	34.205	26
41611	1040275	34.206	26
41612	1040300	34.207	26
41613	1040325	34.208	26
41614	1040350	34.208	26
41615	1040375	34.209	26
41616	1040400	34.21	26
41617	1040425	34.211	26
41618	1040450	34.211	26
41619	1040475	34.212	26
41620	1040500	34.213	26
41621	1040525	34.214	26
41622	1040550	34.214	26
41623	1040575	34.215	26
41624	1040600	34.216	26
41625	1040625	34.216	26
41626	1040650	34.217	26
41627	1040675	34.218	26
41628	1040700	34.219	26
41629	1040725	34.22	26
41630	1040750	34.221	26
41631	1040775	34.221	26
41632	1040800	34.222	26
41633	1040825	34.223	26
41634	1040850	34.224	26
41635	1040875	34.224	26
41636	1040900	34.225	26
41637	1040925	34.226	26
41638	1040950	34.227	26
41639	1040975	34.227	26
41640	1041000	34.228	26
41641	1041025	34.229	26
41642	1041050	34.23	26
41643	1041075	34.23	26
41644	1041100	34.231	26
41645	1041125	34.232	26
41646	1041150	34.233	26
41647	1041175	34.233	26
41648	1041200	34.234	26
41649	1041225	34.235	26
41650	1041250	34.235	26
41651	1041275	34.236	26
41652	1041300	34.237	26
41653	1041325	34.238	26
41654	1041350	34.239	26
41655	1041375	34.239	26
41656	1041400	34.24	26
41657	1041425	34.241	26
41658	1041450	34.242	26
41659	1041475	34.242	26
41660	1041500	34.243	26
41661	1041525	34.244	26
41662	1041550	34.245	26
41663	1041575	34.245	26
41664	1041600	34.246	26
41665	1041625	34.247	26
41666	1041650	34.247	26
41667	1041675	34.248	26
41668	1041700	34.249	26
41669	1041725	34.25	26
41670	1041750	34.25	26
41671	1041775	34.251	26
41672	1041800	34.252	26
41673	1041825	34.253	26
41674	1041850	34.253	26
41675	1041875	34.254	26
41676	1041900	34.255	26
41677	1041925	34.256	26
41678	1041950	34.256	26
41679	1041975	34.257	26
41680	1042000	34.258	26
41681	1042025	34.259	26
41682	1042050	34.26	26
41683	1042075	34.26	26
41684	1042100	34.261	26
41685	1042125	34.263	26
41686	1042150	34.264	26
41687	1042175	34.265	26
41688	1042200	34.265	26
41689	1042225	34.266	26
41690	1042250	34.267	26
41691	1042275	34.268	26
41692	1042300	34.269	26
41693	1042325	34.269	26
41694	1042350	34.27	26
41695	1042375	34.271	26
41696	1042400	34.272	26
41697	1042425	34.272	26
41698	1042450	34.273	26
41699	1042475	34.274	26
41700	1042500	34.274	26
41701	1042525	34.275	26
41702	1042550	34.276	26
41703	1042575	34.277	26
41704	1042600	34.277	26
41705	1042625	34.278	26
41706	1042650	34.279	26
41707	1042675	34.28	26
41708	1042700	34.28	26
41709	1042725	34.281	26
41710	1042750	34.282	26
41711	1042775	34.283	26
41712	1042800	34.283	26
41713	1042825	34.284	26
41714	1042850	34.285	26
41715	1042875	34.286	26
41716	1042900	34.286	26
41717	1042925	34.287	26
41718	1042950	34.288	26
41719	1042975	34.288	26
41720	1043000	34.289	26
41721	1043025	34.29	26
41722	1043050	34.291	26
41723	1043075	34.291	26
41724	1043100	34.292	26
41725	1043125	34.293	26
41726	1043150	34.294	26
41727	1043175	34.294	26
41728	1043200	34.295	26
41729	1043225	34.296	26
41730	1043250	34.297	26
41731	1043275	34.298	26
41732	1043300	34.299	26
41733	1043325	34.3	26
41734	1043350	34.3	26
41735	1043375	34.301	26
41736	1043400	34.302	26
41737	1043425	34.303	26
41738	1043450	34.303	26
41739	1043475	34.304	26
41740	1043500	34.305	26
41741	1043525	34.306	26
41742	1043550	34.306	26
41743	1043575	34.307	26
41744	1043600	34.308	26
41745	1043625	34.308	26
41746	1043650	34.309	26
41747	1043675	34.31	26
41748	1043700	34.311	26
41749	1043725	34.311	26
41750	1043750	34.312	26
41751	1043775	34.313	26
41752	1043800	34.314	26
41753	1043825	34.314	26
41754	1043850	34.315	26
41755	1043875	34.316	26
41756	1043900	34.317	26
41757	1043925	34.317	26
41758	1043950	34.318	26
41759	1043975	34.319	26
41760	1044000	34.32	26
41761	1044025	34.32	26
41762	1044050	34.321	26
41763	1044075	34.322	26
41764	1044100	34.322	26
41765	1044125	34.323	26
41766	1044150	34.324	26
41767	1044175	34.325	26
41768	1044200	34.325	26
41769	1044225	34.326	26
41770	1044250	34.327	26
41771	1044275	34.328	26
41772	1044300	34.328	26
41773	1044325	34.329	26
41774	1044350	34.33	26
41775	1044375	34.331	26
41776	1044400	34.331	26
41777	1044425	34.332	26
41778	1044450	34.333	26
41779	1044475	34.333	26
41780	1044500	34.334	26
41781	1044525	34.335	26
41782	1044550	34.336	26
41783	1044575	34.336	26
41784	1044600	34.337	26
41785	1044625	34.338	26
41786	1044650	34.339	26
41787	1044675	34.339	26
41788	1044700	34.34	26
41789	1044725	34.341	26
41790	1044750	34.342	26
41791	1044775	34.342	26
41792	1044800	34.343	26
41793	1044825	34.344	26
41794	1044850	34.345	26
41795	1044875	34.345	26
41796	1044900	34.346	26
41797	1044925	34.347	26
41798	1044950	34.348	26
41799	1044975	34.348	26
41800	1045000	34.349	26
41801	1045025	34.35	26
41802	1045050	34.351	26
41803	1045075	34.352	26
41804	1045100	34.352	26
41805	1045125	34.353	26
41806	1045150	34.354	26
41807	1045175	34.355	26
41808	1045200	34.356	26
41809	1045225	34.356	26
41810	1045250	34.357	26
41811	1045275	34.358	26
41812	1045300	34.359	26
41813	1045325	34.359	26
41814	1045350	34.36	26
41815	1045375	34.361	26
41816	1045400	34.361	26
41817	1045425	34.362	26
41818	1045450	34.363	26
41819	1045475	34.364	26
41820	1045500	34.364	26
41821	1045525	34.365	26
41822	1045550	34.366	26
41823	1045575	34.367	26
41824	1045600	34.368	26
41825	1045625	34.369	26
41826	1045650	34.369	26
41827	1045675	34.37	26
41828	1045700	34.371	26
41829	1045725	34.372	26
41830	1045750	34.372	26
41831	1045775	34.373	26
41832	1045800	34.374	26
41833	1045825	34.375	26
41834	1045850	34.375	26
41835	1045875	34.376	26
41836	1045900	34.377	26
41837	1045925	34.377	26
41838	1045950	34.378	26
41839	1045975	34.379	26
41840	1046000	34.38	26
41841	1046025	34.381	26
41842	1046050	34.381	26
41843	1046075	34.382	26
41844	1046100	34.383	26
41845	1046125	34.384	26
41846	1046150	34.384	26
41847	1046175	34.385	26
41848	1046200	34.386	26
41849	1046225	34.387	26
41850	1046250	34.387	26
41851	1046275	34.388	26
41852	1046300	34.389	26
41853	1046325	34.39	26
41854	1046350	34.39	26
41855	1046375	34.391	26
41856	1046400	34.392	26
41857	1046425	34.392	26
41858	1046450	34.393	26
41859	1046475	34.394	26
41860	1046500	34.395	26
41861	1046525	34.395	26
41862	1046550	34.396	26
41863	1046575	34.397	26
41864	1046600	34.398	26
41865	1046625	34.398	26
41866	1046650	34.399	26
41867	1046675	34.4	26
41868	1046700	34.401	26
41869	1046725	34.401	26
41870	1046750	34.402	26
41871	1046775	34.403	26
41872	1046800	34.404	26
41873	1046825	34.404	26
41874	1046850	34.405	26
41875	1046875	34.406	26
41876	1046900	34.406	26
41877	1046925	34.407	26
41878	1046950	34.408	26
41879	1046975	34.409	26
41880	1047000	34.409	26
41881	1047025	34.41	26
41882	1047050	34.411	26
41883	1047075	34.412	26
41884	1047100	34.412	26
41885	1047125	34.413	26
41886	1047150	34.415	26
41887	1047175	34.416	26
41888	1047200	34.417	26
41889	1047225	34.417	26
41890	1047250	34.418	26
41891	1047275	34.419	26
41892	1047300	34.42	26
41893	1047325	34.421	26
41894	1047350	34.422	26
41895	1047375	34.422	26
41896	1047400	34.423	26
41897	1047425	34.424	26
41898	1047450	34.425	26
41899	1047475	34.425	26
41900	1047500	34.426	26
41901	1047525	34.427	26
41902	1047550	34.427	26
41903	1047575	34.428	26
41904	1047600	34.429	26
41905	1047625	34.43	26
41906	1047650	34.43	26
41907	1047675	34.431	26
41908	1047700	34.432	26
41909	1047725	34.433	26
41910	1047750	34.433	26
41911	1047775	34.434	26
41912	1047800	34.435	26
41913	1047825	34.436	26
41914	1047850	34.436	26
41915	1047875	34.437	26
41916	1047900	34.438	26
41917	1047925	34.439	26
41918	1047950	34.439	26
41919	1047975	34.44	26
41920	1048000	34.441	26
41921	1048025	34.441	26
41922	1048050	34.442	26
41923	1048075	34.443	26
41924	1048100	34.444	26
41925	1048125	34.444	26
41926	1048150	34.445	26
41927	1048175	34.446	26
41928	1048200	34.447	26
41929	1048225	34.447	26
41930	1048250	34.448	26
41931	1048275	34.449	26
41932	1048300	34.45	26
41933	1048325	34.45	26
41934	1048350	34.451	26
41935	1048375	34.452	26
41936	1048400	34.453	26
41937	1048425	34.453	26
41938	1048450	34.454	26
41939	1048475	34.455	26
41940	1048500	34.456	26
41941	1048525	34.457	26
41942	1048550	34.457	26
41943	1048575	34.458	26
41944	1048600	34.459	26
41945	1048625	34.46	26
41946	1048650	34.46	26
41947	1048675	34.461	26
41948	1048700	34.462	26
41949	1048725	34.463	26
41950	1048750	34.464	26
41951	1048775	34.464	26
41952	1048800	34.465	26
41953	1048825	34.466	26
41954	1048850	34.466	26
41955	1048875	34.467	26
41956	1048900	34.468	26
41957	1048925	34.469	26
41958	1048950	34.47	26
41959	1048975	34.47	26
41960	1049000	34.471	26
41961	1049025	34.472	26
41962	1049050	34.472	26
41963	1049075	34.473	26
41964	1049100	34.474	26
41965	1049125	34.475	26
41966	1049150	34.475	26
41967	1049175	34.476	26
41968	1049200	34.477	26
41969	1049225	34.478	26
41970	1049250	34.478	26
41971	1049275	34.479	26
41972	1049300	34.48	26
41973	1049325	34.481	26
41974	1049350	34.481	26
41975	1049375	34.482	26
41976	1049400	34.483	26
41977	1049425	34.484	26
41978	1049450	34.484	26
41979	1049475	34.485	26
41980	1049500	34.486	26
41981	1049525	34.487	26
41982	1049550	34.487	26
41983	1049575	34.488	26
41984	1049600	34.489	26
41985	1049625	34.49	26
41986	1049650	34.49	26
41987	1049675	34.491	26
41988	1049700	34.492	26
41989	1049725	34.493	26
41990	1049750	34.493	26
41991	1049775	34.494	26
41992	1049800	34.495	26
41993	1049825	34.495	26
41994	1049850	34.496	26
41995	1049875	34.497	26
41996	1049900	34.498	26
41997	1049925	34.498	26
41998	1049950	34.499	26
41999	1049975	34.5	26
42000	1050000	34.501	26
42001	1050025	34.502	26
42002	1050050	34.503	26
42003	1050075	34.503	26
42004	1050100	34.504	26
42005	1050125	34.505	26
42006	1050150	34.506	26
42007	1050175	34.506	26
42008	1050200	34.507	26
42009	1050225	34.508	26
42010	1050250	34.509	26
42011	1050275	34.509	26
42012	1050300	34.51	26
42013	1050325	34.511	26
42014	1050350	34.511	26
42015	1050375	34.512	26
42016	1050400	34.513	26
42017	1050425	34.514	26
42018	1050450	34.515	26
42019	1050475	34.515	26
42020	1050500	34.516	26
42021	1050525	34.517	26
42022	1050550	34.518	26
42023	1050575	34.519	26
42024	1050600	34.519	26
42025	1050625	34.52	26
42026	1050650	34.521	26
42027	1050675	34.522	26
42028	1050700	34.522	26
42029	1050725	34.523	26
42030	1050750	34.524	26
42031	1050775	34.525	26
42032	1050800	34.525	26
42033	1050825	34.526	26
42034	1050850	34.527	26
42035	1050875	34.527	26
42036	1050900	34.528	26
42037	1050925	34.529	26
42038	1050950	34.53	26
42039	1050975	34.53	26
42040	1051000	34.531	26
42041	1051025	34.532	26
42042	1051050	34.533	26
42043	1051075	34.533	26
42044	1051100	34.534	26
42045	1051125	34.535	26
42046	1051150	34.535	26
42047	1051175	34.536	26
42048	1051200	34.537	26
42049	1051225	34.538	26
42050	1051250	34.538	26
42051	1051275	34.539	26
42052	1051300	34.54	26
42053	1051325	34.541	26
42054	1051350	34.542	26
42055	1051375	34.542	26
42056	1051400	34.543	26
42057	1051425	34.544	26
42058	1051450	34.544	26
42059	1051475	34.545	26
42060	1051500	34.546	26
42061	1051525	34.547	26
42062	1051550	34.547	26
42063	1051575	34.548	26
42064	1051600	34.549	26
42065	1051625	34.55	26
42066	1051650	34.55	26
42067	1051675	34.551	26
42068	1051700	34.552	26
42069	1051725	34.553	26
42070	1051750	34.553	26
42071	1051775	34.554	26
42072	1051800	34.555	26
42073	1051825	34.556	26
42074	1051850	34.556	26
42075	1051875	34.557	26
42076	1051900	34.558	26
42077	1051925	34.559	26
42078	1051950	34.559	26
42079	1051975	34.56	26
42080	1052000	34.561	26
42081	1052025	34.561	26
42082	1052050	34.562	26
42083	1052075	34.563	26
42084	1052100	34.565	26
42085	1052125	34.566	26
42086	1052150	34.567	26
42087	1052175	34.568	26
42088	1052200	34.568	26
42089	1052225	34.569	26
42090	1052250	34.57	26
42091	1052275	34.571	26
42092	1052300	34.571	26
42093	1052325	34.572	26
42094	1052350	34.573	26
42095	1052375	34.574	26
42096	1052400	34.574	26
42097	1052425	34.575	26
42098	1052450	34.576	26
42099	1052475	34.577	26
42100	1052500	34.577	26
42101	1052525	34.578	26
42102	1052550	34.579	26
42103	1052575	34.58	26
42104	1052600	34.581	26
42105	1052625	34.581	26
42106	1052650	34.582	26
42107	1052675	34.583	26
42108	1052700	34.584	26
42109	1052725	34.584	26
42110	1052750	34.585	26
42111	1052775	34.586	26
42112	1052800	34.587	26
42113	1052825	34.587	26
42114	1052850	34.588	26
42115	1052875	34.589	26
42116	1052900	34.59	26
42117	1052925	34.59	26
42118	1052950	34.591	26
42119	1052975	34.592	26
42120	1053000	34.592	26
42121	1053025	34.593	26
42122	1053050	34.594	26
42123	1053075	34.595	26
42124	1053100	34.595	26
42125	1053125	34.596	26
42126	1053150	34.597	26
42127	1053175	34.598	26
42128	1053200	34.598	26
42129	1053225	34.599	26
42130	1053250	34.6	26
42131	1053275	34.601	26
42132	1053300	34.601	26
42133	1053325	34.602	26
42134	1053350	34.603	26
42135	1053375	34.604	26
42136	1053400	34.604	26
42137	1053425	34.605	26
42138	1053450	34.606	26
42139	1053475	34.607	26
42140	1053500	34.607	26
42141	1053525	34.608	26
42142	1053550	34.609	26
42143	1053575	34.609	26
42144	1053600	34.61	26
42145	1053625	34.611	26
42146	1053650	34.612	26
42147	1053675	34.612	26
42148	1053700	34.613	26
42149	1053725	34.614	26
42150	1053750	34.615	26
42151	1053775	34.615	26
42152	1053800	34.616	26
42153	1053825	34.617	26
42154	1053850	34.618	26
42155	1053875	34.618	26
42156	1053900	34.62	26
42157	1053925	34.62	26
42158	1053950	34.621	26
42159	1053975	34.622	26
42160	1054000	34.623	26
42161	1054025	34.623	26
42162	1054050	34.624	26
42163	1054075	34.625	26
42164	1054100	34.626	26
42165	1054125	34.626	26
42166	1054150	34.627	26
42167	1054175	34.628	26
42168	1054200	34.629	26
42169	1054225	34.629	26
42170	1054250	34.63	26
42171	1054275	34.631	26
42172	1054300	34.632	26
42173	1054325	34.632	26
42174	1054350	34.633	26
42175	1054375	34.634	26
42176	1054400	34.635	26
42177	1054425	34.635	26
42178	1054450	34.636	26
42179	1054475	34.637	26
42180	1054500	34.637	26
42181	1054525	34.638	26
42182	1054550	34.639	26
42183	1054575	34.64	26
42184	1054600	34.64	26
42185	1054625	34.641	26
42186	1054650	34.642	26
42187	1054675	34.643	26
42188	1054700	34.643	26
42189	1054725	34.644	26
42190	1054750	34.645	26
42191	1054775	34.646	26
42192	1054800	34.646	26
42193	1054825	34.647	26
42194	1054850	34.648	26
42195	1054875	34.649	26
42196	1054900	34.649	26
42197	1054925	34.65	26
42198	1054950	34.651	26
42199	1054975	34.652	26
42200	1055000	34.652	26
42201	1055025	34.653	26
42202	1055050	34.654	26
42203	1055075	34.655	26
42204	1055100	34.656	26
42205	1055125	34.656	26
42206	1055150	34.657	26
42207	1055175	34.658	26
42208	1055200	34.659	26
42209	1055225	34.66	26
42210	1055250	34.661	26
42211	1055275	34.661	26
42212	1055300	34.662	26
42213	1055325	34.663	26
42214	1055350	34.664	26
42215	1055375	34.665	26
42216	1055400	34.665	26
42217	1055425	34.666	26
42218	1055450	34.667	26
42219	1055475	34.668	26
42220	1055500	34.668	26
42221	1055525	34.669	26
42222	1055550	34.67	26
42223	1055575	34.671	26
42224	1055600	34.671	26
42225	1055625	34.672	26
42226	1055650	34.673	26
42227	1055675	34.674	26
42228	1055700	34.674	26
42229	1055725	34.675	26
42230	1055750	34.676	26
42231	1055775	34.677	26
42232	1055800	34.677	26
42233	1055825	34.678	26
42234	1055850	34.679	26
42235	1055875	34.68	26
42236	1055900	34.68	26
42237	1055925	34.681	26
42238	1055950	34.682	26
42239	1055975	34.683	26
42240	1056000	34.683	26
42241	1056025	34.684	26
42242	1056050	34.685	26
42243	1056075	34.686	26
42244	1056100	34.686	26
42245	1056125	34.687	26
42246	1056150	34.688	26
42247	1056175	34.688	26
42248	1056200	34.689	26
42249	1056225	34.69	26
42250	1056250	34.691	26
42251	1056275	34.691	26
42252	1056300	34.692	26
42253	1056325	34.693	26
42254	1056350	34.694	26
42255	1056375	34.694	26
42256	1056400	34.695	26
42257	1056425	34.696	26
42258	1056450	34.697	26
42259	1056475	34.697	26
42260	1056500	34.698	26
42261	1056525	34.699	26
42262	1056550	34.7	26
42263	1056575	34.701	26
42264	1056600	34.702	26
42265	1056625	34.702	26
42266	1056650	34.703	26
42267	1056675	34.704	26
42268	1056700	34.705	26
42269	1056725	34.705	26
42270	1056750	34.706	26
42271	1056775	34.707	26
42272	1056800	34.708	26
42273	1056825	34.708	26
42274	1056850	34.709	26
42275	1056875	34.71	26
42276	1056900	34.711	26
42277	1056925	34.711	26
42278	1056950	34.712	26
42279	1056975	34.713	26
42280	1057000	34.713	26
42281	1057025	34.714	26
42282	1057050	34.716	26
42283	1057075	34.717	26
42284	1057100	34.718	26
42285	1057125	34.719	26
42286	1057150	34.719	26
42287	1057175	34.72	26
42288	1057200	34.721	26
42289	1057225	34.722	26
42290	1057250	34.722	26
42291	1057275	34.723	26
42292	1057300	34.724	26
42293	1057325	34.725	26
42294	1057350	34.725	26
42295	1057375	34.726	26
42296	1057400	34.727	26
42297	1057425	34.727	26
42298	1057450	34.728	26
42299	1057475	34.729	26
42300	1057500	34.73	26
42301	1057525	34.73	26
42302	1057550	34.731	26
42303	1057575	34.732	26
42304	1057600	34.733	26
42305	1057625	34.733	26
42306	1057650	34.734	26
42307	1057675	34.735	26
42308	1057700	34.736	26
42309	1057725	34.736	26
42310	1057750	34.737	26
42311	1057775	34.738	26
42312	1057800	34.739	26
42313	1057825	34.74	26
42314	1057850	34.74	26
42315	1057875	34.741	26
42316	1057900	34.742	26
42317	1057925	34.743	26
42318	1057950	34.743	26
42319	1057975	34.744	26
42320	1058000	34.745	26
42321	1058025	34.746	26
42322	1058050	34.746	26
42323	1058075	34.747	26
42324	1058100	34.748	26
42325	1058125	34.749	26
42326	1058150	34.749	26
42327	1058175	34.75	26
