iteration	evaluations	runtime[s]	Porción_Colocados-MAX[MAX]
1	75	0.007	0.00800000037997961
2	150	0.013	0.00800000037997961
3	225	0.017	0.008999999612569809
4	300	0.02	0.008999999612569809
5	375	0.024	0.008999999612569809
6	450	0.028	0.008999999612569809
7	525	0.04	0.008999999612569809
8	600	0.067	0.008999999612569809
9	675	0.091	0.008999999612569809
10	750	0.115	0.008999999612569809
11	825	0.138	0.008999999612569809
12	900	0.161	0.008999999612569809
13	975	0.186	0.008999999612569809
14	1050	0.209	0.008999999612569809
15	1125	0.231	0.008999999612569809
16	1200	0.254	0.008999999612569809
17	1275	0.277	0.008999999612569809
18	1350	0.299	0.008999999612569809
19	1425	0.321	0.008999999612569809
20	1500	0.344	0.008999999612569809
21	1575	0.367	0.008999999612569809
22	1650	0.39	0.008999999612569809
23	1725	0.411	0.008999999612569809
24	1800	0.434	0.008999999612569809
25	1875	0.456	0.008999999612569809
26	1950	0.48	0.008999999612569809
27	2025	0.503	0.008999999612569809
28	2100	0.525	0.008999999612569809
29	2175	0.55	0.008999999612569809
30	2250	0.575	0.008999999612569809
31	2325	0.599	0.008999999612569809
32	2400	0.623	0.008999999612569809
33	2475	0.643	0.008999999612569809
34	2550	0.705	0.008999999612569809
35	2625	0.723	0.008999999612569809
36	2700	0.742	0.008999999612569809
37	2775	0.761	0.008999999612569809
38	2850	0.783	0.008999999612569809
39	2925	0.803	0.008999999612569809
40	3000	0.821	0.008999999612569809
41	3075	0.841	0.008999999612569809
42	3150	0.86	0.008999999612569809
43	3225	0.879	0.008999999612569809
44	3300	0.894	0.008999999612569809
45	3375	0.908	0.009999999776482582
46	3450	0.922	0.009999999776482582
47	3525	0.936	0.009999999776482582
48	3600	0.949	0.009999999776482582
49	3675	0.962	0.009999999776482582
50	3750	0.977	0.009999999776482582
51	3825	0.991	0.009999999776482582
52	3900	1.005	0.009999999776482582
53	3975	1.02	0.009999999776482582
54	4050	1.035	0.009999999776482582
55	4125	1.047	0.009999999776482582
56	4200	1.061	0.009999999776482582
57	4275	1.077	0.009999999776482582
58	4350	1.091	0.009999999776482582
59	4425	1.106	0.009999999776482582
60	4500	1.12	0.009999999776482582
61	4575	1.133	0.009999999776482582
62	4650	1.146	0.009999999776482582
63	4725	1.161	0.009999999776482582
64	4800	1.177	0.009999999776482582
65	4875	1.192	0.009999999776482582
66	4950	1.208	0.009999999776482582
67	5025	1.222	0.009999999776482582
68	5100	1.237	0.009999999776482582
69	5175	1.252	0.009999999776482582
70	5250	1.268	0.009999999776482582
71	5325	1.285	0.009999999776482582
72	5400	1.3	0.009999999776482582
73	5475	1.317	0.009999999776482582
74	5550	1.335	0.009999999776482582
75	5625	1.353	0.009999999776482582
76	5700	1.371	0.009999999776482582
77	5775	1.391	0.009999999776482582
78	5850	1.408	0.009999999776482582
79	5925	1.426	0.009999999776482582
80	6000	1.444	0.009999999776482582
81	6075	1.461	0.009999999776482582
82	6150	1.48	0.009999999776482582
83	6225	1.496	0.009999999776482582
84	6300	1.511	0.009999999776482582
85	6375	1.524	0.009999999776482582
86	6450	1.538	0.009999999776482582
87	6525	1.55	0.009999999776482582
88	6600	1.562	0.009999999776482582
89	6675	1.574	0.009999999776482582
90	6750	1.588	0.009999999776482582
91	6825	1.6	0.010999999940395355
92	6900	1.612	0.010999999940395355
93	6975	1.625	0.010999999940395355
94	7050	1.637	0.010999999940395355
95	7125	1.649	0.010999999940395355
96	7200	1.661	0.010999999940395355
97	7275	1.674	0.010999999940395355
98	7350	1.688	0.010999999940395355
99	7425	1.729	0.010999999940395355
100	7500	1.742	0.010999999940395355
101	7575	1.754	0.010999999940395355
102	7650	1.767	0.010999999940395355
103	7725	1.779	0.010999999940395355
104	7800	1.793	0.010999999940395355
105	7875	1.806	0.010999999940395355
106	7950	1.818	0.010999999940395355
107	8025	1.831	0.010999999940395355
108	8100	1.843	0.010999999940395355
109	8175	1.857	0.010999999940395355
110	8250	1.869	0.010999999940395355
111	8325	1.883	0.010999999940395355
112	8400	1.897	0.010999999940395355
113	8475	1.911	0.010999999940395355
114	8550	1.925	0.010999999940395355
115	8625	1.94	0.010999999940395355
116	8700	1.954	0.010999999940395355
117	8775	1.969	0.010999999940395355
118	8850	1.985	0.010999999940395355
119	8925	2.0	0.010999999940395355
120	9000	2.017	0.010999999940395355
121	9075	2.032	0.010999999940395355
122	9150	2.049	0.010999999940395355
123	9225	2.065	0.010999999940395355
124	9300	2.081	0.010999999940395355
125	9375	2.1	0.010999999940395355
126	9450	2.116	0.010999999940395355
127	9525	2.134	0.010999999940395355
128	9600	2.149	0.010999999940395355
129	9675	2.164	0.010999999940395355
130	9750	2.178	0.010999999940395355
131	9825	2.192	0.010999999940395355
132	9900	2.203	0.010999999940395355
133	9975	2.215	0.010999999940395355
134	10050	2.227	0.010999999940395355
135	10125	2.238	0.010999999940395355
136	10200	2.251	0.010999999940395355
137	10275	2.263	0.010999999940395355
138	10350	2.275	0.010999999940395355
139	10425	2.29	0.010999999940395355
140	10500	2.303	0.010999999940395355
141	10575	2.316	0.010999999940395355
142	10650	2.328	0.010999999940395355
143	10725	2.342	0.010999999940395355
144	10800	2.356	0.010999999940395355
145	10875	2.369	0.010999999940395355
146	10950	2.381	0.010999999940395355
147	11025	2.396	0.010999999940395355
148	11100	2.414	0.010999999940395355
149	11175	2.426	0.010999999940395355
150	11250	2.439	0.010999999940395355
151	11325	2.453	0.010999999940395355
152	11400	2.467	0.010999999940395355
153	11475	2.479	0.010999999940395355
154	11550	2.496	0.010999999940395355
155	11625	2.51	0.010999999940395355
156	11700	2.524	0.010999999940395355
157	11775	2.54	0.010999999940395355
158	11850	2.554	0.010999999940395355
159	11925	2.567	0.010999999940395355
160	12000	2.581	0.010999999940395355
161	12075	2.599	0.010999999940395355
162	12150	2.613	0.010999999940395355
163	12225	2.629	0.010999999940395355
164	12300	2.643	0.010999999940395355
165	12375	2.658	0.010999999940395355
166	12450	2.673	0.010999999940395355
167	12525	2.686	0.010999999940395355
168	12600	2.703	0.010999999940395355
169	12675	2.717	0.010999999940395355
170	12750	2.733	0.010999999940395355
171	12825	2.746	0.010999999940395355
172	12900	2.774	0.010999999940395355
173	12975	2.792	0.010999999940395355
174	13050	2.808	0.010999999940395355
175	13125	2.821	0.010999999940395355
176	13200	2.835	0.010999999940395355
177	13275	2.849	0.012000000104308128
178	13350	2.866	0.012000000104308128
179	13425	2.879	0.012000000104308128
180	13500	2.893	0.012000000104308128
181	13575	2.908	0.012000000104308128
182	13650	2.923	0.012000000104308128
183	13725	2.939	0.012000000104308128
184	13800	2.956	0.012000000104308128
185	13875	2.972	0.012000000104308128
186	13950	2.987	0.012000000104308128
187	14025	3.0	0.012000000104308128
188	14100	3.015	0.012000000104308128
189	14175	3.03	0.012000000104308128
190	14250	3.046	0.012000000104308128
191	14325	3.063	0.012000000104308128
192	14400	3.079	0.012000000104308128
193	14475	3.096	0.012000000104308128
194	14550	3.113	0.012000000104308128
195	14625	3.13	0.012000000104308128
196	14700	3.149	0.012000000104308128
197	14775	3.165	0.012000000104308128
198	14850	3.182	0.012000000104308128
199	14925	3.2	0.012000000104308128
200	15000	3.218	0.012000000104308128
201	15075	3.235	0.012000000104308128
202	15150	3.252	0.012000000104308128
203	15225	3.269	0.012000000104308128
204	15300	3.288	0.012000000104308128
205	15375	3.308	0.012000000104308128
206	15450	3.327	0.012000000104308128
207	15525	3.345	0.012000000104308128
208	15600	3.364	0.012000000104308128
209	15675	3.383	0.012000000104308128
210	15750	3.402	0.012000000104308128
211	15825	3.423	0.012000000104308128
212	15900	3.441	0.012000000104308128
213	15975	3.46	0.012000000104308128
214	16050	3.475	0.012000000104308128
215	16125	3.489	0.012000000104308128
216	16200	3.502	0.012000000104308128
217	16275	3.514	0.012000000104308128
218	16350	3.528	0.012000000104308128
219	16425	3.54	0.012000000104308128
220	16500	3.553	0.012000000104308128
221	16575	3.565	0.012000000104308128
222	16650	3.577	0.012000000104308128
223	16725	3.59	0.012000000104308128
224	16800	3.603	0.012000000104308128
225	16875	3.616	0.012000000104308128
226	16950	3.628	0.012000000104308128
227	17025	3.641	0.012000000104308128
228	17100	3.652	0.012000000104308128
229	17175	3.664	0.012000000104308128
230	17250	3.676	0.012000000104308128
231	17325	3.689	0.012000000104308128
232	17400	3.701	0.012000000104308128
233	17475	3.712	0.012000000104308128
234	17550	3.724	0.012000000104308128
235	17625	3.736	0.012000000104308128
236	17700	3.748	0.012000000104308128
237	17775	3.76	0.012000000104308128
238	17850	3.773	0.012000000104308128
239	17925	3.785	0.012000000104308128
240	18000	3.798	0.012000000104308128
241	18075	3.823	0.012000000104308128
242	18150	3.841	0.012000000104308128
243	18225	3.856	0.012000000104308128
244	18300	3.891	0.012000000104308128
245	18375	3.919	0.012000000104308128
246	18450	3.941	0.012000000104308128
247	18525	3.962	0.012000000104308128
248	18600	3.983	0.013000000268220901
249	18675	3.997	0.013000000268220901
250	18750	4.01	0.013000000268220901
251	18825	4.027	0.013000000268220901
252	18900	4.041	0.013000000268220901
253	18975	4.055	0.013000000268220901
254	19050	4.069	0.013000000268220901
255	19125	4.082	0.013000000268220901
256	19200	4.095	0.013000000268220901
257	19275	4.109	0.013000000268220901
258	19350	4.122	0.013000000268220901
259	19425	4.135	0.013000000268220901
260	19500	4.151	0.013000000268220901
261	19575	4.164	0.013000000268220901
262	19650	4.176	0.013000000268220901
263	19725	4.19	0.013000000268220901
264	19800	4.204	0.013000000268220901
265	19875	4.219	0.013000000268220901
266	19950	4.233	0.013000000268220901
267	20025	4.246	0.013000000268220901
268	20100	4.261	0.013000000268220901
269	20175	4.278	0.013000000268220901
270	20250	4.291	0.013000000268220901
271	20325	4.305	0.013000000268220901
272	20400	4.318	0.013000000268220901
273	20475	4.331	0.013000000268220901
274	20550	4.344	0.013000000268220901
275	20625	4.359	0.013000000268220901
276	20700	4.372	0.013000000268220901
277	20775	4.385	0.013000000268220901
278	20850	4.402	0.013000000268220901
279	20925	4.415	0.013000000268220901
280	21000	4.433	0.013000000268220901
281	21075	4.446	0.013000000268220901
282	21150	4.462	0.013000000268220901
283	21225	4.478	0.013000000268220901
284	21300	4.495	0.013000000268220901
285	21375	4.512	0.013000000268220901
286	21450	4.536	0.013000000268220901
287	21525	4.554	0.013000000268220901
288	21600	4.574	0.013000000268220901
289	21675	4.595	0.013000000268220901
290	21750	4.617	0.013000000268220901
291	21825	4.64	0.013000000268220901
292	21900	4.66	0.013000000268220901
293	21975	4.68	0.013000000268220901
294	22050	4.7	0.013000000268220901
295	22125	4.718	0.013000000268220901
296	22200	4.735	0.013000000268220901
297	22275	4.751	0.013000000268220901
298	22350	4.764	0.013000000268220901
299	22425	4.777	0.013000000268220901
300	22500	4.791	0.013000000268220901
301	22575	4.805	0.013000000268220901
302	22650	4.819	0.013000000268220901
303	22725	4.838	0.013000000268220901
304	22800	4.854	0.013000000268220901
305	22875	4.87	0.013000000268220901
306	22950	4.883	0.013000000268220901
307	23025	4.897	0.013000000268220901
308	23100	4.913	0.013000000268220901
309	23175	4.927	0.013000000268220901
310	23250	4.943	0.013000000268220901
311	23325	4.956	0.013000000268220901
312	23400	4.969	0.013000000268220901
313	23475	4.982	0.013000000268220901
314	23550	4.997	0.013000000268220901
315	23625	5.012	0.013000000268220901
316	23700	5.029	0.014000000432133675
317	23775	5.062	0.014000000432133675
318	23850	5.077	0.014000000432133675
319	23925	5.092	0.014000000432133675
320	24000	5.108	0.014000000432133675
321	24075	5.121	0.014000000432133675
322	24150	5.136	0.014000000432133675
323	24225	5.15	0.014000000432133675
324	24300	5.164	0.014000000432133675
325	24375	5.178	0.014000000432133675
326	24450	5.193	0.014000000432133675
327	24525	5.207	0.014000000432133675
328	24600	5.221	0.014000000432133675
329	24675	5.244	0.014000000432133675
330	24750	5.264	0.014000000432133675
331	24825	5.277	0.014000000432133675
332	24900	5.29	0.014000000432133675
333	24975	5.303	0.014000000432133675
334	25050	5.316	0.014000000432133675
335	25125	5.33	0.014000000432133675
336	25200	5.345	0.014000000432133675
337	25275	5.359	0.014000000432133675
338	25350	5.372	0.014000000432133675
339	25425	5.387	0.014000000432133675
340	25500	5.401	0.014000000432133675
341	25575	5.415	0.014000000432133675
342	25650	5.432	0.014000000432133675
343	25725	5.446	0.014000000432133675
344	25800	5.461	0.014000000432133675
345	25875	5.476	0.014000000432133675
346	25950	5.492	0.014000000432133675
347	26025	5.507	0.014000000432133675
348	26100	5.522	0.014000000432133675
349	26175	5.537	0.014000000432133675
350	26250	5.551	0.014000000432133675
351	26325	5.565	0.014000000432133675
352	26400	5.579	0.014000000432133675
353	26475	5.595	0.014000000432133675
354	26550	5.609	0.014000000432133675
355	26625	5.624	0.014000000432133675
356	26700	5.639	0.014000000432133675
357	26775	5.654	0.014000000432133675
358	26850	5.669	0.014000000432133675
359	26925	5.685	0.014000000432133675
360	27000	5.701	0.014000000432133675
361	27075	5.717	0.014000000432133675
362	27150	5.733	0.014000000432133675
363	27225	5.752	0.014000000432133675
364	27300	5.769	0.014000000432133675
365	27375	5.794	0.014000000432133675
366	27450	5.811	0.014000000432133675
367	27525	5.828	0.014000000432133675
368	27600	5.846	0.014000000432133675
369	27675	5.861	0.014000000432133675
370	27750	5.874	0.014000000432133675
371	27825	5.886	0.014000000432133675
372	27900	5.897	0.014000000432133675
373	27975	5.908	0.014000000432133675
374	28050	5.919	0.014000000432133675
375	28125	5.93	0.014000000432133675
376	28200	5.944	0.014000000432133675
377	28275	5.954	0.014000000432133675
378	28350	5.965	0.014000000432133675
379	28425	5.976	0.014000000432133675
380	28500	5.988	0.014000000432133675
381	28575	6.0	0.014000000432133675
382	28650	6.012	0.014000000432133675
383	28725	6.023	0.014000000432133675
384	28800	6.034	0.014000000432133675
385	28875	6.048	0.014000000432133675
386	28950	6.059	0.014000000432133675
387	29025	6.072	0.014000000432133675
388	29100	6.083	0.014000000432133675
389	29175	6.109	0.014000000432133675
390	29250	6.121	0.014000000432133675
391	29325	6.133	0.014000000432133675
392	29400	6.145	0.014000000432133675
393	29475	6.157	0.014000000432133675
394	29550	6.169	0.014000000432133675
395	29625	6.181	0.014000000432133675
396	29700	6.192	0.014000000432133675
397	29775	6.204	0.014000000432133675
398	29850	6.215	0.014000000432133675
399	29925	6.227	0.014000000432133675
400	30000	6.24	0.014000000432133675
401	30075	6.254	0.014000000432133675
402	30150	6.266	0.014000000432133675
403	30225	6.278	0.014000000432133675
404	30300	6.29	0.014000000432133675
405	30375	6.301	0.014000000432133675
406	30450	6.312	0.014000000432133675
407	30525	6.323	0.014000000432133675
408	30600	6.334	0.014000000432133675
409	30675	6.346	0.014999999664723873
410	30750	6.357	0.014999999664723873
411	30825	6.368	0.014999999664723873
412	30900	6.38	0.014999999664723873
413	30975	6.391	0.014999999664723873
414	31050	6.403	0.014999999664723873
415	31125	6.414	0.014999999664723873
416	31200	6.425	0.014999999664723873
417	31275	6.437	0.014999999664723873
418	31350	6.448	0.014999999664723873
419	31425	6.46	0.014999999664723873
420	31500	6.471	0.014999999664723873
421	31575	6.482	0.014999999664723873
422	31650	6.493	0.014999999664723873
423	31725	6.505	0.014999999664723873
424	31800	6.516	0.014999999664723873
425	31875	6.528	0.014999999664723873
426	31950	6.539	0.014999999664723873
427	32025	6.551	0.014999999664723873
428	32100	6.563	0.014999999664723873
429	32175	6.575	0.014999999664723873
430	32250	6.587	0.014999999664723873
431	32325	6.599	0.014999999664723873
432	32400	6.612	0.014999999664723873
433	32475	6.625	0.014999999664723873
434	32550	6.638	0.014999999664723873
435	32625	6.652	0.014999999664723873
436	32700	6.664	0.014999999664723873
437	32775	6.684	0.014999999664723873
438	32850	6.701	0.014999999664723873
439	32925	6.717	0.014999999664723873
440	33000	6.735	0.014999999664723873
441	33075	6.761	0.014999999664723873
442	33150	6.779	0.014999999664723873
443	33225	6.795	0.014999999664723873
444	33300	6.811	0.014999999664723873
445	33375	6.827	0.014999999664723873
446	33450	6.844	0.014999999664723873
447	33525	6.864	0.014999999664723873
448	33600	6.882	0.014999999664723873
449	33675	6.903	0.014999999664723873
450	33750	6.922	0.014999999664723873
451	33825	6.946	0.014999999664723873
452	33900	6.964	0.014999999664723873
453	33975	6.979	0.014999999664723873
454	34050	6.993	0.014999999664723873
455	34125	7.005	0.01600000075995922
456	34200	7.018	0.01600000075995922
457	34275	7.029	0.01600000075995922
458	34350	7.042	0.01600000075995922
459	34425	7.054	0.01600000075995922
460	34500	7.066	0.01600000075995922
461	34575	7.078	0.01600000075995922
462	34650	7.12	0.01600000075995922
463	34725	7.137	0.01600000075995922
464	34800	7.151	0.01600000075995922
465	34875	7.164	0.01600000075995922
466	34950	7.176	0.01600000075995922
467	35025	7.189	0.01600000075995922
468	35100	7.207	0.01600000075995922
469	35175	7.229	0.01600000075995922
470	35250	7.25	0.01600000075995922
471	35325	7.274	0.01600000075995922
472	35400	7.296	0.01600000075995922
473	35475	7.317	0.01600000075995922
474	35550	7.335	0.01600000075995922
475	35625	7.355	0.01600000075995922
476	35700	7.375	0.01600000075995922
477	35775	7.399	0.01600000075995922
478	35850	7.423	0.01600000075995922
479	35925	7.446	0.01600000075995922
480	36000	7.47	0.01600000075995922
481	36075	7.495	0.01600000075995922
482	36150	7.519	0.01600000075995922
483	36225	7.543	0.01600000075995922
484	36300	7.568	0.01600000075995922
485	36375	7.592	0.01600000075995922
486	36450	7.612	0.01600000075995922
487	36525	7.632	0.01600000075995922
488	36600	7.65	0.01600000075995922
489	36675	7.668	0.01600000075995922
490	36750	7.686	0.01600000075995922
491	36825	7.703	0.01600000075995922
492	36900	7.726	0.01600000075995922
493	36975	7.747	0.01600000075995922
494	37050	7.768	0.01600000075995922
495	37125	7.786	0.01600000075995922
496	37200	7.802	0.01600000075995922
497	37275	7.816	0.01600000075995922
498	37350	7.829	0.01600000075995922
499	37425	7.841	0.017000000923871994
500	37500	7.854	0.017000000923871994
501	37575	7.867	0.017000000923871994
502	37650	7.879	0.017000000923871994
503	37725	7.892	0.017000000923871994
504	37800	7.904	0.017000000923871994
505	37875	7.916	0.017000000923871994
506	37950	7.928	0.017000000923871994
507	38025	7.939	0.017000000923871994
508	38100	7.952	0.017000000923871994
509	38175	7.964	0.017000000923871994
510	38250	7.975	0.017000000923871994
511	38325	7.987	0.017000000923871994
512	38400	8.0	0.017000000923871994
513	38475	8.013	0.017000000923871994
514	38550	8.026	0.017000000923871994
515	38625	8.039	0.017000000923871994
516	38700	8.052	0.017000000923871994
517	38775	8.067	0.017000000923871994
