iteration	evaluations	runtime[s]	Porción_Colocados-MAX[MAX]
1	25	0.025	0.00800000037997961
2	50	0.035	0.00800000037997961
3	75	0.056	0.008999999612569809
4	100	0.07	0.008999999612569809
5	125	0.09	0.008999999612569809
6	150	0.115	0.008999999612569809
7	175	0.138	0.008999999612569809
8	200	0.156	0.008999999612569809
9	225	0.178	0.008999999612569809
10	250	0.19	0.008999999612569809
11	275	0.199	0.008999999612569809
12	300	0.21	0.008999999612569809
13	325	0.225	0.008999999612569809
14	350	0.236	0.008999999612569809
15	375	0.247	0.008999999612569809
16	400	0.258	0.008999999612569809
17	425	0.268	0.008999999612569809
18	450	0.277	0.008999999612569809
19	475	0.287	0.008999999612569809
20	500	0.297	0.008999999612569809
21	525	0.307	0.008999999612569809
22	550	0.317	0.008999999612569809
23	575	0.326	0.008999999612569809
24	600	0.336	0.008999999612569809
25	625	0.363	0.008999999612569809
26	650	0.372	0.008999999612569809
27	675	0.379	0.008999999612569809
28	700	0.387	0.008999999612569809
29	725	0.394	0.008999999612569809
30	750	0.402	0.009999999776482582
31	775	0.409	0.009999999776482582
32	800	0.417	0.009999999776482582
33	825	0.425	0.009999999776482582
34	850	0.433	0.009999999776482582
35	875	0.44	0.009999999776482582
36	900	0.447	0.009999999776482582
37	925	0.455	0.009999999776482582
38	950	0.461	0.009999999776482582
39	975	0.467	0.009999999776482582
40	1000	0.473	0.009999999776482582
41	1025	0.479	0.009999999776482582
42	1050	0.485	0.009999999776482582
43	1075	0.492	0.009999999776482582
44	1100	0.499	0.009999999776482582
45	1125	0.506	0.009999999776482582
46	1150	0.513	0.009999999776482582
47	1175	0.519	0.009999999776482582
48	1200	0.526	0.009999999776482582
49	1225	0.533	0.009999999776482582
50	1250	0.54	0.009999999776482582
51	1275	0.546	0.009999999776482582
52	1300	0.554	0.009999999776482582
53	1325	0.561	0.009999999776482582
54	1350	0.567	0.009999999776482582
55	1375	0.574	0.009999999776482582
56	1400	0.579	0.009999999776482582
57	1425	0.588	0.009999999776482582
58	1450	0.593	0.009999999776482582
59	1475	0.597	0.010999999940395355
60	1500	0.602	0.010999999940395355
61	1525	0.607	0.010999999940395355
62	1550	0.611	0.010999999940395355
63	1575	0.616	0.010999999940395355
64	1600	0.62	0.010999999940395355
65	1625	0.625	0.010999999940395355
66	1650	0.63	0.010999999940395355
67	1675	0.634	0.010999999940395355
68	1700	0.638	0.010999999940395355
69	1725	0.643	0.010999999940395355
70	1750	0.648	0.010999999940395355
71	1775	0.653	0.010999999940395355
72	1800	0.658	0.010999999940395355
73	1825	0.663	0.010999999940395355
74	1850	0.668	0.010999999940395355
75	1875	0.674	0.010999999940395355
76	1900	0.68	0.010999999940395355
77	1925	0.686	0.010999999940395355
78	1950	0.69	0.010999999940395355
79	1975	0.694	0.010999999940395355
80	2000	0.698	0.010999999940395355
81	2025	0.701	0.010999999940395355
82	2050	0.704	0.012000000104308128
83	2075	0.707	0.012000000104308128
84	2100	0.71	0.012000000104308128
85	2125	0.712	0.012000000104308128
86	2150	0.715	0.012000000104308128
87	2175	0.725	0.012000000104308128
88	2200	0.728	0.012000000104308128
89	2225	0.733	0.012000000104308128
90	2250	0.738	0.012000000104308128
91	2275	0.744	0.012000000104308128
92	2300	0.75	0.012000000104308128
93	2325	0.754	0.012000000104308128
94	2350	0.758	0.012000000104308128
95	2375	0.764	0.012000000104308128
96	2400	0.769	0.012000000104308128
97	2425	0.774	0.012000000104308128
98	2450	0.778	0.012000000104308128
99	2475	0.782	0.012000000104308128
100	2500	0.787	0.012000000104308128
101	2525	0.791	0.012000000104308128
102	2550	0.797	0.012000000104308128
103	2575	0.8	0.012000000104308128
104	2600	0.803	0.012000000104308128
105	2625	0.808	0.012000000104308128
106	2650	0.813	0.012000000104308128
107	2675	0.818	0.012000000104308128
108	2700	0.823	0.012000000104308128
109	2725	0.828	0.012000000104308128
110	2750	0.834	0.012000000104308128
111	2775	0.839	0.012000000104308128
112	2800	0.844	0.012000000104308128
113	2825	0.85	0.012000000104308128
114	2850	0.855	0.012000000104308128
115	2875	0.86	0.012000000104308128
116	2900	0.866	0.012000000104308128
117	2925	0.871	0.012000000104308128
118	2950	0.876	0.012000000104308128
119	2975	0.881	0.012000000104308128
120	3000	0.887	0.012000000104308128
121	3025	0.892	0.012000000104308128
122	3050	0.895	0.012000000104308128
123	3075	0.898	0.012000000104308128
124	3100	0.902	0.012000000104308128
125	3125	0.905	0.012000000104308128
126	3150	0.908	0.012000000104308128
127	3175	0.911	0.012000000104308128
128	3200	0.915	0.012000000104308128
129	3225	0.918	0.012000000104308128
130	3250	0.922	0.012000000104308128
131	3275	0.925	0.012000000104308128
132	3300	0.928	0.012000000104308128
133	3325	0.931	0.012000000104308128
134	3350	0.934	0.012000000104308128
135	3375	0.937	0.012000000104308128
136	3400	0.941	0.012000000104308128
137	3425	0.945	0.012000000104308128
138	3450	0.948	0.012000000104308128
139	3475	0.951	0.012000000104308128
140	3500	0.954	0.012000000104308128
141	3525	0.957	0.012000000104308128
142	3550	0.96	0.012000000104308128
143	3575	0.964	0.012000000104308128
144	3600	0.968	0.012000000104308128
145	3625	0.972	0.012000000104308128
146	3650	0.975	0.012000000104308128
147	3675	0.979	0.012000000104308128
148	3700	0.981	0.012000000104308128
149	3725	0.984	0.012000000104308128
150	3750	0.987	0.012000000104308128
151	3775	0.991	0.012000000104308128
152	3800	0.994	0.012000000104308128
153	3825	0.997	0.012000000104308128
154	3850	1.0	0.012000000104308128
155	3875	1.003	0.012000000104308128
156	3900	1.006	0.012000000104308128
157	3925	1.008	0.012000000104308128
158	3950	1.012	0.012000000104308128
159	3975	1.015	0.012000000104308128
160	4000	1.019	0.012000000104308128
161	4025	1.022	0.012000000104308128
162	4050	1.025	0.012000000104308128
163	4075	1.028	0.012000000104308128
164	4100	1.031	0.012000000104308128
165	4125	1.033	0.012000000104308128
166	4150	1.036	0.012000000104308128
167	4175	1.039	0.012000000104308128
168	4200	1.041	0.012000000104308128
169	4225	1.044	0.012000000104308128
170	4250	1.047	0.012000000104308128
171	4275	1.049	0.012000000104308128
172	4300	1.052	0.012000000104308128
173	4325	1.055	0.012000000104308128
174	4350	1.06	0.012000000104308128
175	4375	1.063	0.012000000104308128
176	4400	1.065	0.013000000268220901
177	4425	1.068	0.013000000268220901
178	4450	1.071	0.013000000268220901
179	4475	1.074	0.013000000268220901
180	4500	1.077	0.013000000268220901
181	4525	1.08	0.013000000268220901
182	4550	1.083	0.013000000268220901
183	4575	1.086	0.013000000268220901
184	4600	1.089	0.013000000268220901
185	4625	1.092	0.013000000268220901
186	4650	1.095	0.013000000268220901
187	4675	1.098	0.013000000268220901
188	4700	1.101	0.013000000268220901
189	4725	1.104	0.013000000268220901
190	4750	1.107	0.013000000268220901
191	4775	1.11	0.013000000268220901
192	4800	1.114	0.013000000268220901
193	4825	1.116	0.013000000268220901
194	4850	1.119	0.013000000268220901
195	4875	1.122	0.013000000268220901
196	4900	1.125	0.013000000268220901
197	4925	1.128	0.014000000432133675
198	4950	1.132	0.014000000432133675
199	4975	1.135	0.014000000432133675
200	5000	1.141	0.014000000432133675
201	5025	1.143	0.014000000432133675
202	5050	1.146	0.014000000432133675
203	5075	1.148	0.014000000432133675
204	5100	1.151	0.014000000432133675
205	5125	1.154	0.014000000432133675
206	5150	1.157	0.014000000432133675
207	5175	1.162	0.014000000432133675
208	5200	1.164	0.014000000432133675
209	5225	1.166	0.014000000432133675
210	5250	1.169	0.014000000432133675
211	5275	1.171	0.014000000432133675
212	5300	1.175	0.014000000432133675
213	5325	1.178	0.014000000432133675
214	5350	1.181	0.014000000432133675
215	5375	1.183	0.014000000432133675
216	5400	1.187	0.014000000432133675
217	5425	1.19	0.014000000432133675
218	5450	1.195	0.014000000432133675
219	5475	1.199	0.014000000432133675
220	5500	1.202	0.014000000432133675
221	5525	1.206	0.014000000432133675
222	5550	1.21	0.014000000432133675
223	5575	1.213	0.014000000432133675
224	5600	1.217	0.014000000432133675
225	5625	1.219	0.014000000432133675
226	5650	1.221	0.014000000432133675
227	5675	1.223	0.014000000432133675
228	5700	1.225	0.014000000432133675
229	5725	1.227	0.014000000432133675
230	5750	1.23	0.014999999664723873
231	5775	1.233	0.014999999664723873
232	5800	1.237	0.014999999664723873
233	5825	1.241	0.014999999664723873
234	5850	1.245	0.014999999664723873
235	5875	1.249	0.014999999664723873
236	5900	1.253	0.014999999664723873
237	5925	1.255	0.014999999664723873
238	5950	1.259	0.014999999664723873
239	5975	1.263	0.014999999664723873
240	6000	1.267	0.014999999664723873
241	6025	1.271	0.014999999664723873
242	6050	1.273	0.014999999664723873
243	6075	1.275	0.014999999664723873
244	6100	1.278	0.014999999664723873
245	6125	1.28	0.014999999664723873
246	6150	1.282	0.014999999664723873
247	6175	1.285	0.014999999664723873
248	6200	1.287	0.014999999664723873
249	6225	1.289	0.014999999664723873
250	6250	1.291	0.014999999664723873
251	6275	1.293	0.014999999664723873
252	6300	1.296	0.014999999664723873
253	6325	1.298	0.014999999664723873
254	6350	1.3	0.014999999664723873
255	6375	1.302	0.014999999664723873
256	6400	1.305	0.014999999664723873
257	6425	1.307	0.01600000075995922
258	6450	1.311	0.01600000075995922
259	6475	1.315	0.01600000075995922
260	6500	1.319	0.01600000075995922
261	6525	1.322	0.01600000075995922
262	6550	1.329	0.01600000075995922
263	6575	1.332	0.01600000075995922
264	6600	1.335	0.01600000075995922
265	6625	1.338	0.01600000075995922
266	6650	1.34	0.01600000075995922
267	6675	1.342	0.01600000075995922
268	6700	1.345	0.01600000075995922
269	6725	1.347	0.01600000075995922
270	6750	1.35	0.01600000075995922
271	6775	1.352	0.01600000075995922
272	6800	1.355	0.01600000075995922
273	6825	1.357	0.01600000075995922
274	6850	1.359	0.01600000075995922
275	6875	1.362	0.01600000075995922
276	6900	1.364	0.01600000075995922
277	6925	1.366	0.01600000075995922
278	6950	1.368	0.01600000075995922
279	6975	1.37	0.01600000075995922
280	7000	1.373	0.01600000075995922
281	7025	1.376	0.01600000075995922
282	7050	1.379	0.01600000075995922
283	7075	1.381	0.01600000075995922
284	7100	1.384	0.01600000075995922
285	7125	1.386	0.01600000075995922
286	7150	1.388	0.01600000075995922
287	7175	1.39	0.01600000075995922
288	7200	1.393	0.01600000075995922
289	7225	1.395	0.01600000075995922
290	7250	1.397	0.01600000075995922
291	7275	1.399	0.01600000075995922
292	7300	1.401	0.01600000075995922
293	7325	1.403	0.01600000075995922
294	7350	1.405	0.01600000075995922
295	7375	1.407	0.01600000075995922
296	7400	1.409	0.01600000075995922
297	7425	1.411	0.01600000075995922
298	7450	1.414	0.01600000075995922
299	7475	1.416	0.01600000075995922
300	7500	1.418	0.01600000075995922
301	7525	1.42	0.01600000075995922
302	7550	1.422	0.01600000075995922
303	7575	1.424	0.01600000075995922
304	7600	1.426	0.01600000075995922
305	7625	1.428	0.01600000075995922
306	7650	1.43	0.01600000075995922
307	7675	1.432	0.01600000075995922
308	7700	1.434	0.01600000075995922
309	7725	1.436	0.01600000075995922
310	7750	1.438	0.01600000075995922
311	7775	1.44	0.01600000075995922
312	7800	1.446	0.01600000075995922
313	7825	1.449	0.01600000075995922
314	7850	1.451	0.01600000075995922
315	7875	1.453	0.01600000075995922
316	7900	1.456	0.01600000075995922
317	7925	1.458	0.01600000075995922
318	7950	1.46	0.01600000075995922
319	7975	1.462	0.01600000075995922
320	8000	1.464	0.01600000075995922
321	8025	1.467	0.01600000075995922
322	8050	1.469	0.01600000075995922
323	8075	1.471	0.01600000075995922
324	8100	1.472	0.01600000075995922
325	8125	1.474	0.01600000075995922
326	8150	1.476	0.01600000075995922
327	8175	1.478	0.01600000075995922
328	8200	1.481	0.01600000075995922
329	8225	1.483	0.01600000075995922
330	8250	1.485	0.01600000075995922
331	8275	1.487	0.01600000075995922
332	8300	1.489	0.01600000075995922
333	8325	1.491	0.01600000075995922
334	8350	1.494	0.01600000075995922
335	8375	1.496	0.01600000075995922
336	8400	1.499	0.01600000075995922
337	8425	1.501	0.01600000075995922
338	8450	1.503	0.01600000075995922
339	8475	1.505	0.017000000923871994
340	8500	1.507	0.017000000923871994
341	8525	1.509	0.017000000923871994
342	8550	1.511	0.017000000923871994
343	8575	1.513	0.017000000923871994
344	8600	1.515	0.017000000923871994
345	8625	1.517	0.017000000923871994
346	8650	1.519	0.017000000923871994
347	8675	1.52	0.017000000923871994
348	8700	1.522	0.017000000923871994
349	8725	1.524	0.017000000923871994
350	8750	1.526	0.017000000923871994
351	8775	1.529	0.017000000923871994
352	8800	1.531	0.017000000923871994
353	8825	1.533	0.017000000923871994
354	8850	1.536	0.017000000923871994
355	8875	1.538	0.017000000923871994
356	8900	1.539	0.017000000923871994
357	8925	1.542	0.017000000923871994
358	8950	1.543	0.017000000923871994
359	8975	1.545	0.017000000923871994
360	9000	1.548	0.017000000923871994
361	9025	1.55	0.017000000923871994
362	9050	1.552	0.017000000923871994
363	9075	1.554	0.017000000923871994
364	9100	1.557	0.017000000923871994
365	9125	1.559	0.017000000923871994
366	9150	1.561	0.017000000923871994
