1	24	1101	2	5	0.65833336	5
2	48	1122	0	5	0.65	5
3	72	1134	0	5	0.68333334	5
4	96	1138	0	5	0.7416667	5
5	120	1140	0	5	0.7	5
6	144	1154	0	6	0.8	6
7	168	1180	0	5	0.7916667	6
8	192	1195	0	5	0.76666665	6
9	216	1210	0	5	0.71666664	6
10	240	1220	0	5	0.825	6
11	264	1229	0	5	0.81666666	6
12	288	1237	0	6	0.9166667	6
13	312	1247	0	5	0.8	6
14	336	1254	0	5	0.8	6
15	360	1262	0	5	0.94166666	6
16	384	1267	0	7	0.9583333	7
17	408	1272	0	6	0.94166666	7
18	432	1279	0	5	0.925	7
19	456	1284	0	6	0.94166666	7
20	480	1289	0	5	0.90833336	7
21	504	1294	0	5	0.78333336	7
22	528	1299	0	5	0.90833336	7
23	552	1305	0	5	0.8833333	7
24	576	1311	0	5	0.9166667	7
25	600	1317	0	5	0.89166665	7
26	624	1323	0	5	0.93333334	7
27	648	1329	0	7	0.9583333	7
28	672	1333	0	5	0.9166667	7
29	696	1338	0	6	0.93333334	7
30	720	1343	0	6	0.96666664	7
31	744	1348	0	6	0.9583333	7
32	768	1354	0	6	0.96666664	7
33	792	1361	0	6	0.90833336	7
34	816	1366	0	6	0.94166666	7
35	840	1371	0	5	0.9916667	7
36	864	1376	0	6	0.9166667	7
37	888	1381	0	6	0.95	7
38	912	1386	0	6	0.975	7
39	936	1396	0	7	1.025	7
40	960	1403	0	6	0.975	7
41	984	1423	0	6	0.98333335	7
42	1008	1427	0	6	1.1083333	7
43	1032	1444	0	6	0.9583333	7
44	1056	1449	0	6	1.1	7
45	1080	1473	0	6	1.075	7
46	1104	1479	0	7	1.075	7
47	1128	1489	0	6	1.05	7
48	1152	1494	0	7	1.1333333	7
49	1176	1506	0	6	1.0583333	7
50	1200	1512	0	6	0.96666664	7
51	1224	1518	0	7	1.1833333	7
52	1248	1523	0	7	1.15	7
53	1272	1531	0	7	0.9583333	7
54	1296	1536	0	7	1.1416667	7
55	1320	1542	0	7	1.0333333	7
56	1344	1548	0	7	1.1333333	7
57	1368	1559	0	7	1.175	7
58	1392	1565	0	7	1.1916667	7
59	1416	1571	0	7	1.05	7
60	1440	1579	0	7	1.0916667	7
61	1464	1584	0	7	1.2666667	7
62	1488	1593	0	7	1.3333334	7
63	1512	1599	0	7	1.25	7
64	1536	1604	0	7	1.2	7
65	1560	1611	0	7	1.275	7
66	1584	1615	0	7	1.2083334	7
67	1608	1618	0	7	1.2916666	7
68	1632	1621	0	7	1.0666667	7
69	1656	1625	0	7	1.2	7
70	1680	1631	0	7	1.1833333	7
71	1704	1636	0	7	1.3166667	7
72	1728	1648	0	7	1.2583333	7
73	1752	1658	0	7	1.275	7
74	1776	1662	0	7	1.1666666	7
75	1800	1676	0	7	1.225	7
76	1824	1679	0	7	1.275	7
77	1848	1686	0	7	1.2083334	7
78	1872	1689	0	7	1.2083334	7
79	1896	1693	0	7	1.275	7
80	1920	1697	0	7	1.1833333	7
81	1944	1700	0	7	1.225	7
82	1968	1713	0	7	1.3083333	7
83	1992	1716	0	7	1.2166667	7
84	2016	1722	0	7	1.275	7
85	2040	1737	0	7	1.2083334	7
86	2064	1753	0	7	1.1916667	7
87	2088	1757	0	7	1.1583333	7
88	2112	1763	0	7	1.2166667	7
89	2136	1775	0	7	1.2833333	7
90	2160	1778	0	7	1.1416667	7
91	2184	1784	0	7	1.1583333	7
92	2208	1792	0	7	1.1833333	7
93	2232	1799	0	7	1.2083334	7
94	2256	1805	0	7	1.1666666	7
95	2280	1808	0	7	1.2583333	7
96	2304	1823	0	7	1.2916666	7
97	2328	1827	0	7	1.2666667	7
98	2352	1831	0	7	1.25	7
99	2376	1835	0	7	1.2083334	7
100	2400	1838	0	7	1.0583333	7
101	2424	1858	0	7	1.2333333	7
102	2448	1862	0	7	1.175	7
103	2472	1866	0	7	1.2083334	7
104	2496	1869	0	7	1.3166667	7
105	2520	1871	0	7	1.2416667	7
106	2544	1874	0	7	1.275	7
107	2568	1877	0	7	1.1333333	7
108	2592	1880	0	7	1.275	7
109	2616	1883	0	7	1.2833333	7
110	2640	1887	0	7	1.175	7
111	2664	1890	0	7	1.2333333	7
112	2688	1893	0	7	1.2416667	7
113	2712	1896	0	7	1.2666667	7
114	2736	1898	0	7	1.075	7
115	2760	1902	0	7	1.1916667	7
