1	1	626	4	9998.158101575928	
2	2	631	4	9996.316542410834	
3	3	631	4	9994.475322442235	
4	4	632	4	9992.63444160765	
5	5	632	4	9990.793899844617	
6	6	633	4	9988.953697090683	
7	7	633	4	9987.113833283402	
8	8	633	4	9985.274308360345	
9	9	634	4	9983.435122259094	
10	10	634	4	9981.596274917243	
11	11	635	4	9979.757766272392	
12	12	635	4	9977.91959626216	
13	13	636	4	9976.081764824172	
14	14	636	4	9974.244271896066	
15	15	637	4	9972.407117415494	
16	16	638	4	9970.570301320116	
17	17	639	4	9968.733823547605	
18	18	639	4	9966.897684035646	
19	19	640	4	9965.061882721933	
20	20	640	4	9963.226419544177	
21	21	641	4	9961.391294440093	
22	22	641	4	9959.556507347414	
23	23	641	4	9957.722058203879	
24	24	641	4	9955.887946947243	
25	25	642	4	9954.05417351527	
26	26	642	4	9952.220737845737	
27	27	642	4	9950.38763987643	
28	28	642	4	9948.554879545149	
29	29	642	4	9946.722456789706	
30	30	642	4	9944.890371547921	
31	31	642	4	9943.058623757628	
32	32	643	4	9941.227213356671	
33	33	643	4	9939.396140282908	
34	34	643	4	9937.565404474206	
35	35	643	4	9935.735005868444	
36	36	643	4	9933.904944403514	
37	37	644	4	9932.075220017314	
38	38	644	4	9930.245832647763	
39	39	644	4	9928.416782232782	
40	40	644	4	9926.588068710307	
41	41	644	4	9924.75969201829	
42	42	644	4	9922.931652094687	
43	43	645	4	9921.10394887747	
44	44	645	4	9919.276582304621	
45	45	645	4	9917.449552314132	
46	46	645	4	9915.622858844008	
47	47	646	4	9913.796501832268	
48	48	646	4	9911.970481216937	
49	49	646	4	9910.144796936056	
50	50	647	4	9908.319448927676	
51	51	647	4	9906.494437129857	
52	52	647	4	9904.669761480673	
53	53	648	4	9902.845421918211	
54	54	648	4	9901.021418380564	
55	55	648	4	9899.19775080584	
56	56	648	4	9897.37441913216	
57	57	648	4	9895.551423297657	
58	58	649	4	9893.728763240464	
59	59	649	4	9891.906438898743	
60	60	649	4	9890.084450210656	
61	61	649	4	9888.262797114377	
62	62	649	4	9886.441479548093	
63	63	649	4	9884.620497450007	
64	64	649	4	9882.799850758325	
65	65	650	4	9880.979539411272	
66	66	650	4	9879.159563347079	
67	67	650	4	9877.339922503988	
68	68	650	4	9875.52061682026	
69	69	650	4	9873.701646234158	
70	70	650	4	9871.883010683961	
71	71	651	4	9870.064710107961	
72	72	651	4	9868.246744444457	
73	73	651	4	9866.429113631762	
74	74	651	4	9864.611817608198	
75	75	652	4	9862.794856312104	
76	76	652	4	9860.978229681825	
77	77	652	4	9859.161937655717	
78	78	652	4	9857.345980172155	
79	79	652	4	9855.530357169511	
80	80	653	4	9853.715068586185	
81	81	653	4	9851.900114360575	
82	82	653	4	9850.0854944311	
83	83	653	4	9848.271208736182	
84	84	653	4	9846.45725721426	
85	85	654	4	9844.643639803784	
86	86	654	4	9842.830356443214	
87	87	654	4	9841.017407071018	
88	88	654	4	9839.204791625683	
89	89	654	4	9837.3925100457	
90	90	654	4	9835.580562269575	
91	91	654	4	9833.768948235827	
92	92	655	4	9831.957667882982	
93	93	655	4	9830.14672114958	
94	94	655	4	9828.336107974172	
95	95	655	4	9826.525828295318	
96	96	655	4	9824.715882051594	
97	97	655	4	9822.906269181582	
98	98	655	4	9821.09698962388	
99	99	656	4	9819.288043317094	
100	100	656	4	9817.479430199845	
101	101	656	4	9815.67115021076	
102	102	656	4	9813.86320328848	
103	103	656	4	9812.05558937166	
104	104	656	4	9810.248308398963	
105	105	656	4	9808.441360309062	
106	106	657	4	9806.634745040645	
107	107	657	4	9804.82846253241	
108	108	657	4	9803.022512723066	
109	109	657	4	9801.216895551332	
110	110	657	4	9799.411610955942	
111	111	657	4	9797.606658875635	
112	112	657	4	9795.802039249169	
113	113	657	4	9793.997752015306	
114	114	658	4	9792.193797112826	
115	115	658	4	9790.390174480513	
116	116	658	4	9788.586884057171	
117	117	658	4	9786.783925781605	
118	118	658	4	9784.981299592642	
119	119	658	4	9783.179005429112	
120	120	659	4	9781.377043229859	
121	121	659	4	9779.57541293374	
122	122	659	4	9777.774114479622	
123	123	659	4	9775.973147806382	
124	124	659	4	9774.17251285291	
125	125	659	4	9772.372209558107	
126	126	659	4	9770.572237860883	
127	127	659	4	9768.772597700163	
128	128	660	4	9766.973289014879	
129	129	660	4	9765.17431174398	
130	130	660	4	9763.375665826421	
131	131	660	4	9761.57735120117	
132	132	660	4	9759.779367807205	
133	133	660	4	9757.981715583517	
134	134	660	4	9756.184394469112	
135	135	660	4	9754.387404402998	
136	136	661	4	9752.590745324202	
137	137	661	4	9750.794417171757	
138	138	661	4	9748.998419884714	
139	139	661	4	9747.202753402125	
140	140	661	4	9745.407417663064	
141	141	661	4	9743.61241260661	
142	142	661	4	9741.817738171856	
143	143	661	4	9740.023394297901	
144	144	661	4	9738.229380923862	
145	145	661	4	9736.435697988863	
146	146	662	4	9734.642345432041	
147	147	662	4	9732.849323192546	
148	148	662	4	9731.056631209534	
149	149	662	4	9729.264269422174	
150	150	662	4	9727.47223776965	
151	151	662	4	9725.680536191154	
152	152	662	4	9723.88916462589	
153	153	662	4	9722.098123013073	
154	154	662	4	9720.307411291926	
155	155	663	4	9718.51702940169	
156	156	663	4	9716.726977281613	
157	157	663	4	9714.937254870953	
158	158	663	4	9713.147862108981	
159	159	663	4	9711.35879893498	
160	160	663	4	9709.570065288244	
161	161	663	4	9707.781661108076	
162	162	663	4	9705.993586333792	
163	163	663	4	9704.205840904719	
164	164	664	4	9702.418424760195	
