1	1	1644	10	9817.479430199845	10	0	0	
2	2	1648	10	9638.290236239705	10	10	1	
3	3	1649	10	9462.371613657931	10	10	2	
4	4	1650	10	9289.663867799363	10	10	3	
5	5	1651	10	9120.108393559098	10	10	4	
6	6	1652	10	8953.647655495937	10	10	5	
7	7	1654	10	8790.225168308843	10	10	6	
8	8	1655	10	8629.785477669702	10	10	7	
9	9	1655	10	8472.274141405964	10	10	8	
10	10	1656	10	8317.63771102671	10	10	9	
11	11	1658	10	8165.823713585924	10	10	10	
12	12	1659	10	8016.780633876791	10	10	11	
13	13	1660	10	7870.457896950987	10	10	12	
14	14	1661	10	7726.805850957024	10	10	13	
15	15	1662	10	7585.7757502918375	10	10	14	
16	16	1663	10	7447.31973905989	10	10	15	
17	17	1664	10	7311.390834834174	10	10	16	
18	18	1665	10	7177.942912713617	10	10	17	
19	19	1666	10	7046.930689671469	10	10	18	
20	20	1666	10	6918.309709189365	10	10	19	
21	21	1666	10	6792.036326171845	10	10	20	
22	22	1667	10	6668.067692136221	10	10	21	
23	23	1667	10	6546.361740672749	10	10	22	
24	24	1668	10	6426.877173170197	10	10	23	
25	25	1669	10	6309.573444801932	10	10	24	
26	26	1669	10	6194.4107507678145	10	10	25	
27	27	1670	10	6081.3500127871785	10	10	26	
28	28	1670	10	5970.352865838368	10	10	27	
29	29	1671	10	5861.381645140288	10	10	28	
30	30	1672	10	5754.39937337157	10	10	29	
31	31	1672	10	5649.369748123026	10	10	30	
32	32	1673	10	5546.257129579108	10	10	31	
33	33	1674	10	5445.026528424211	10	10	32	
34	34	1674	10	5345.643593969717	10	10	33	
35	35	1675	10	5248.074602497725	10	10	34	
36	36	1675	10	5152.286445817565	10	10	35	
37	37	1676	10	5058.24662003114	10	10	36	
38	38	1677	10	4965.923214503361	10	10	37	
39	39	1677	10	4875.284901033863	10	10	38	
40	40	1678	10	4786.300923226383	10	10	39	
41	41	1679	10	4698.941086052154	10	10	40	
42	42	1679	10	4613.175745603794	10	10	41	
43	43	1680	10	4528.975799036208	10	10	42	
44	44	1681	10	4446.312674691087	10	10	43	
45	45	1681	10	4365.1583224016595	10	10	44	
46	46	1682	10	4285.4852039743955	10	10	45	
47	47	1682	10	4207.266283844441	10	10	46	
48	48	1683	10	4130.475019901613	10	10	47	
49	49	1684	10	4055.0853544838383	10	10	48	
50	50	1684	10	3981.071705534973	10	10	49	
51	51	1685	10	3908.4089579240203	10	10	50	
52	52	1685	10	3837.072454922788	10	10	51	
53	53	1686	10	3767.037989839089	10	10	52	
54	54	1687	10	3698.2817978026624	10	10	53	
55	55	1688	10	3630.7805477010133	10	10	54	
56	56	1688	10	3564.5113342624422	10	10	55	
57	57	1689	10	3499.4516702835726	10	10	56	
58	58	1689	10	3435.579478998746	10	10	57	
59	59	1690	10	3372.873086588689	10	10	58	
60	60	1691	10	3311.311214825911	10	10	59	
61	61	1691	10	3250.872973854344	10	10	60	
62	62	1692	10	3191.5378551007616	10	10	61	
63	63	1692	10	3133.2857243155854	10	10	62	
64	64	1693	10	3076.096814740708	10	10	63	
65	65	1694	10	3019.951720402016	10	10	64	
66	66	1694	10	2964.8313895243423	10	10	65	
67	67	1695	10	2910.717118066605	10	10	66	
68	68	1696	10	2857.5905433749467	10	10	67	
69	69	1696	10	2805.433637951713	10	10	68	
70	70	1697	10	2754.2287033381663	10	10	69	
71	71	1697	10	2703.958364108844	10	10	70	
72	72	1698	10	2654.60556197554	10	10	71	
73	73	1699	10	2606.153549998896	10	10	72	
74	74	1699	10	2558.585886905646	10	10	73	
75	75	1712	10	2511.8864315095802	10	10	74	
76	76	1712	10	2466.039337234339	10	10	75	
77	77	1713	10	2421.029046736178	10	10	76	
78	78	1714	10	2376.8402866248766	10	10	77	
79	79	1716	10	2333.4580622810026	10	10	78	
80	80	1717	10	2290.867652767773	10	10	79	
81	81	1717	10	2249.054605835781	10	10	80	
82	82	1718	10	2208.0047330189	10	10	81	
83	83	1718	10	2167.7041048196947	10	10	82	
84	84	1718	10	2128.1390459827117	10	10	83	
85	85	1721	10	2089.2961308540393	10	10	84	
86	86	1721	10	2051.1621788255657	10	10	85	
87	87	1722	10	2013.7242498623887	10	10	86	
88	88	1722	10	1976.969640111861	10	10	87	
89	89	1722	10	1940.8858775927783	10	10	88	
90	90	1723	10	1905.4607179632474	10	10	89	
91	91	1725	10	1870.6821403658005	10	10	90	
92	92	1726	10	1836.5383433483464	10	10	91	
93	93	1726	10	1803.0177408595691	10	10	92	
94	94	1726	10	1770.1089583174212	10	10	93	
95	95	1727	10	1737.8008287493753	10	10	94	
96	96	1729	10	1706.0823890031236	10	10	95	
97	97	1730	10	1674.9428760264373	10	10	96	
98	98	1730	10	1644.3717232149315	10	10	97	
99	99	1730	10	1614.3585568264862	10	10	98	
100	100	1730	10	1584.8931924611134	10	10	99	
101	101	1730	10	1555.9656316050743	10	10	100	
102	102	1730	10	1527.5660582380729	10	10	101	
103	103	1731	10	1499.6848355023737	10	10	102	
104	104	1731	10	1472.3125024327192	10	10	103	
105	105	1731	10	1445.4397707459277	10	10	104	
106	106	1731	10	1419.0575216890923	10	10	105	
107	107	1731	10	1393.156802945303	10	10	106	
108	108	1731	10	1367.7288255958492	10	10	107	
109	109	1732	10	1342.764961137864	10	10	108	
110	110	1732	10	1318.256738556407	10	10	109	
111	111	1732	10	1294.1958414499861	10	10	110	
112	112	1732	10	1270.5741052085414	10	10	111	
113	113	1733	10	1247.383514242943	10	10	112	
114	114	1733	10	1224.6161992650486	10	10	113	
115	115	1733	10	1202.264434617413	10	10	114	
116	116	1733	10	1180.3206356517296	10	10	115	
117	117	1733	10	1158.777356155126	10	10	116	
118	118	1733	10	1137.627285823431	10	10	117	
119	119	1734	10	1116.8632477805613	10	10	118	
120	120	1734	10	1096.478196143185	10	10	119	
121	121	1734	10	1076.465213629835	10	10	120	
122	122	1734	10	1056.8175092136585	10	10	121	
123	123	1734	10	1037.5284158180127	10	10	122	
124	124	1735	10	1018.5913880541169	10	10	123	
125	125	1735	10	1000.0	10	10	124	
126	126	1735	10	981.7479430199844	10	10	125	
127	127	1736	10	963.8290236239704	10	10	126	
128	128	1736	10	946.237161365793	10	10	127	
129	129	1736	10	928.9663867799363	10	10	128	
130	130	1736	10	912.0108393559096	10	10	129	
131	131	1737	10	895.3647655495937	10	10	130	
132	132	1738	10	879.0225168308842	10	10	131	
133	133	1738	10	862.9785477669702	10	10	132	
134	134	1738	10	847.2274141405964	10	10	133	
135	135	1739	10	831.7637711026708	10	10	134	
136	136	1739	10	816.5823713585922	10	10	135	
137	137	1741	10	801.678063387679	10	10	136	
138	138	1742	10	787.0457896950984	10	10	137	
139	139	1742	10	772.6805850957022	10	10	138	
140	140	1743	10	758.5775750291835	10	10	139	
141	141	1743	10	744.7319739059892	10	10	140	
142	142	1744	10	731.1390834834176	10	10	141	
143	143	1744	10	717.7942912713618	6	10	141	
144	144	1744	10	704.6930689671472	6	10	141	
145	145	1745	10	691.8309709189366	6	10	141	
146	146	1745	10	679.2036326171847	6	10	141	
147	147	1745	10	666.8067692136221	6	10	141	
148	148	1745	10	654.636174067275	6	10	141	
149	149	1746	10	642.6877173170197	6	10	141	
150	150	1746	10	630.9573444801933	6	10	141	
151	151	1746	10	619.4410750767814	6	10	141	
152	152	1746	10	608.1350012787179	6	10	141	
153	153	1747	10	597.035286583837	6	10	141	
154	154	1747	10	586.1381645140287	6	10	141	
155	155	1747	10	575.439937337157	6	10	141	
156	156	1747	10	564.9369748123025	6	10	141	
157	157	1748	10	554.6257129579108	6	10	141	
158	158	1748	10	544.5026528424212	6	10	141	
159	159	1748	10	534.5643593969717	6	10	141	
160	160	1748	10	524.8074602497726	6	10	141	
161	161	1749	10	515.2286445817565	6	10	141	
162	162	1749	10	505.824662003114	6	10	141	
163	163	1750	10	496.592321450336	6	10	141	
164	164	1750	10	487.5284901033863	6	10	141	
165	165	1750	10	478.6300923226383	6	10	141	
166	166	1750	10	469.89410860521537	6	10	141	
167	167	1750	10	461.31757456037934	6	10	141	
168	168	1751	10	452.8975799036207	6	10	141	
169	169	1751	10	444.6312674691086	6	10	141	
170	170	1751	10	436.51583224016593	6	10	141	
171	171	1751	10	428.5485203974394	6	10	141	
172	172	1752	10	420.7266283844442	6	10	141	
173	173	1752	10	413.04750199016144	6	10	141	
174	174	1754	10	405.50853544838395	6	10	141	
175	175	1755	10	398.1071705534973	6	10	141	
176	176	1755	10	390.84089579240214	6	10	141	
177	177	1755	10	383.7072454922789	6	10	141	
